State,District,Block,Village,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,WQI,Water Quality Classification
Bihar,Vaishali,Mahnar,Kumharkal,8.07,1089,40.37,378,46,132,14,360,132,7,71,9.27,0.62,708,291.85,Very Poor yet Drinkable
Gujarat,Kheda,Mahudha,Alina,7.5,3129,40.37,525,510,225,141,751,112,114,359,7,0.9,2096,822.21,Unsuitable for Drinking
Maharashtra,Buldhana,KHAMGAON,Godhnapur,7.75,1013,40.37,439.3,49.6,57.2,45.8,400,58.1,62,46.3,1.3,0.43,324,225.52,Very Poor yet Drinkable
Bihar,Vaishali,Mahnar,Mahnar,8.15,438,40.37,116,25,35,65,105,32,6,46,10,0.62,285,122.14,Poor
Gujarat,Kheda,Tharsa,Muliyad,7.3,6780,40.37,305,1773,440,24,1231,297,119,855,7.6,0.56,4543,1724.36,Unsuitable for Drinking
Maharashtra,Buldhana,KHAMGAON,Nandri,7.81,1122,40.37,457.7,74.4,33.1,42.6,425,78.2,55.9,48.6,0.5,0.69,2191,506.55,Unsuitable for Drinking
Bihar,Vaishali,Bidupur,Mathura,8.12,517,40.37,177,11,31,82,155,38,15,44,6.25,0.62,336,144.74,Poor
Gujarat,Kheda,Thasra,Dakor,7.5,1505,40.37,561,177,36,5.1,330,44,54,182,8.3,1.2,1008,399.71,Unsuitable for Drinking
Maharashtra,Buldhana,Khamgaon,Ambe Takli,7.74,1121,40.37,463.8,74.4,59.4,42.6,425,62.1,65.6,56.7,0.4,0.6,491,266.62,Very Poor yet Drinkable
Bihar,Vaishali,Patepur,Mushari Tola,8.13,834,40.37,250,50,58,97,285,108,4,58,3.1,0.62,542,229.43,Very Poor yet Drinkable
Gujarat,Kheda,Thasra,Kalesar,7.8,1198,40.37,647,64,41,9.3,290,28,54,178,0.68,1.5,803,332.7,Unsuitable for Drinking
Maharashtra,Buldhana,Khamgaon,Rohna,7.69,1164,40.37,378.3,95.7,39.9,85.5,455,80.2,62,35.7,0.4,0.7,881,325.44,Unsuitable for Drinking
Bihar,Vaishali,Lalganj,Namidh,8.15,850,40.37,311,71,34,44,300,110,6,53,9.78,0.62,553,229.87,Very Poor yet Drinkable
Gujarat,Kheda,Kheda,Kheda,7.3,7648,40.37,390,2070.28,639,1.9,1811,417,187,911,5,0.58,5124,1970.26,Unsuitable for Drinking
Maharashtra,Buldhana,MEHKAR,Loni,7.76,826,40.37,152.6,113.4,74,46,300,58.1,37.7,34.7,9.8,0.41,429,201.07,Very Poor yet Drinkable
Bihar,Vaishali,Bhagwanpur (Sarai),Nonepur,8.14,769,40.37,275,28,58,75,275,96,9,47,5.4,0.62,500,212.09,Very Poor yet Drinkable
Gujarat,Kheda,Matar,Shekhupura,9,3728,36,1025,518,258,1.4,290,24,56,550,355,0.4,2498,999.25,Unsuitable for Drinking
Maharashtra,Buldhana,Shegaon,Shegaon,7.58,2208,40.37,604.1,283.6,170,12.5,850,122.2,132.4,73.4,1.4,0.79,687,463.05,Unsuitable for Drinking
Bihar,Vaishali,Sahdei Bujurg,Sahdei Bujurg,8.02,1245,40.37,329,75,180,75,395,134,15,98,8.2,0.62,809,338.28,Unsuitable for Drinking
Gujarat,Kheda,Nadiad,Boriyavi,7.8,1132,40.37,525,99,24,23,260,36,41,145,17,0.58,758,310.43,Unsuitable for Drinking
Maharashtra,Buldhana,Motala,Motala,7.69,1457,40.37,537,141.8,48.5,45.1,470,80.2,65.6,88.8,2.6,0.58,443,312.26,Unsuitable for Drinking
Bihar,Vaishali,Hajipur,Sahjadpur,8.16,565,40.37,268,18,5.49,43,200,54,16,34,7.52,0.62,367,155.08,Poor
Gujarat,Kheda,Nadiad,Alindra,7.5,625,40.37,348,28,17,1.4,240,32,39,45,3,0.67,419,172.15,Poor
Maharashtra,Buldhana,Khamgaon,Garadgaon,7.78,889.4,40.37,366.1,49.6,38.3,45.1,340,44.1,55.9,35.7,0.4,0.63,636,245.91,Very Poor yet Drinkable
Bihar,Vaishali,Mahua,Tariya Supaul,8.19,508,40.37,140,43,21,67,210,70,9,12,11,0.62,330,139.26,Poor
Gujarat,Mahesana,Becharaji,Asjol,7,452,40.37,256,21,3.8,4.9,200,56,15,16,7.1,0.26,303,125.54,Poor
Maharashtra,Buldhana,Chikli,Amdapur,7.32,1247,40.37,366.1,109.9,58.1,87.8,440,70.1,64.4,42.5,8.8,0.34,346,261.25,Very Poor yet Drinkable
Bihar,Vaishali,Vaishali,Thukaiya,8.12,452,40.37,159,11,40,50,150,46,9,28,11,0.62,294,125.84,Poor
Gujarat,Mahesana,Visnagar,Bhandupara,7.4,1588,40.37,500,233.97,126,8.4,340,52,51,227,12,0.59,1064,430.52,Unsuitable for Drinking
Maharashtra,Buldhana,Khamgaon,Pimpalgaon Raja,7.88,901.1,40.37,390.5,60.3,26.5,27,275,50.1,36.5,70,1.3,0.64,634,247.86,Very Poor yet Drinkable
Bihar,Muzaffarpur,Paroo,Dewaria,8.19,798,40.37,189,153,17,10,340,102,21,23,5.7,0.62,519,206.92,Very Poor yet Drinkable
Gujarat,Mahesana,Kadi,Budasan,7.2,2398,40.37,451,503,144,7.9,651,124,83,232,17,0.24,1607,626.95,Unsuitable for Drinking
Maharashtra,Buldhana,Mehkar,Warwand,7.61,1286,40.37,360,159.5,46.2,90.4,460,80.2,63.2,57.4,4.1,0.43,627,309.82,Unsuitable for Drinking
Bihar,Muzaffarpur,Sahebganj,Rajwara,8.14,630,40.37,293,11,46,9.48,220,68,12,39,6.65,0.62,410,170.85,Poor
Gujarat,Mahesana,Becharaji,Dharpura,7.6,3160,40.37,1208,326,193,1.1,350,52,54,610,41,2,2117,859.13,Unsuitable for Drinking
Maharashtra,Buldhana,Motala,Rohinkhed,7.72,2028,40.37,720,301.3,16.8,9.9,550,100.2,72.9,174.2,39.6,0.37,1403,543.8,Unsuitable for Drinking
Bihar,E. Champaran,Kesaria,Lala Chapra,8.13,535,40.37,140,39,36,75,135,42,7,50,18,0.63,348,148.29,Poor
Gujarat,Mahesana,Unjha,Dosaj,7.3,4070,40.37,598,922,313,78,610,80,100,579,162,0.61,2727,1081.24,Unsuitable for Drinking
Maharashtra,Buldhana,Shegaon,Jalamb,7.66,1950,40.37,347.8,287.1,170,86.4,770,122.2,113,57.4,0.8,0.41,1576,548.1,Unsuitable for Drinking
Bihar,E. Champaran,Kalyanpur,Rajpur,8.16,558,40.37,128,110,27,10,150,32,17,59,17,0.42,363,148.01,Poor
Gujarat,Mahesana,Kheralu,Kheralu1,7.2,1610,40.37,500,262,89,13,390,56,61,210,1.6,1.6,1079,433.04,Unsuitable for Drinking
Maharashtra,Buldhana,Malkapur,Datala-1,7.82,684.3,40.37,207.5,78,44.9,20.4,195,38.1,24.3,56.7,3.2,0.31,867,241.67,Very Poor yet Drinkable
Bihar,Patna,Danapur,Khaspur,8.19,356,40.37,177,14,6.66,2.82,125,40,6,20,1.95,0.19,231,95.83,Good
Gujarat,Mahesana,Mahesana,Maguna,7.5,3686,40.37,952,709,245,7.6,1011,44,219,413,27,0.73,2470,979.55,Unsuitable for Drinking
Maharashtra,Buldhana,Jalgaon-Jamod,Sungaon-1,7.78,1366,40.37,402.7,173.7,59.5,67.3,610,104.2,85.1,32.3,12,0.3,577,315.9,Unsuitable for Drinking
Bihar,Patna,Bhita,Bishambharpur,8.14,310,40.37,134,18,8.19,0.94,135,32,13,6,1.94,0.36,202,81.93,Good
Gujarat,Mahesana,Mahesana,Panchot,7.7,1925,40.37,512,319,177,9.8,390,64,56,245,77,0.49,1290,521.04,Unsuitable for Drinking
Maharashtra,Buldhana,CHIKHLI,Undri,7.81,779.3,40.37,244.1,78,34.8,70.5,290,62.1,32.8,48.1,0.6,0.69,507,211.18,Very Poor yet Drinkable
Bihar,Patna,Bihta,Amhara,8.14,349,40.37,159,18,8.54,1.04,140,48,5,12,1.76,0.62,227,93.17,Good
Gujarat,Mahesana,Kheralu,Rampura1,7,810,40.37,414.87,57,15,8.8,310,56,41,63,1.7,0.51,543,222.37,Very Poor yet Drinkable
Maharashtra,Buldhana,Mehkar,Janephal,7.87,1360,40.37,469.9,106.4,68.6,54.1,385,64.1,54.7,77.4,58.1,0.28,2884,646.24,Unsuitable for Drinking
Bihar,Patna,Bikram,Mariyawa,8.16,256,40.37,104,14,5.19,20,95,32,4,12,1.46,0.62,166,70.15,Good
Gujarat,Mahesana,Unjha,Sihi,7.2,773,40.37,329.45,71,27,16,260,40,39,56,37,0.51,518,211.44,Very Poor yet Drinkable
Maharashtra,Buldhana,Buldana,Padali,7.8,932.3,40.37,317.3,81.5,67.3,42.1,365,60.1,52.2,38,3.4,0.57,620,250.98,Very Poor yet Drinkable
Bihar,Patna,Bikram,Din Bigha,8.13,425,40.37,226,11,2.29,6.89,170,56,7,14,1.18,0.21,276,114.73,Poor
Gujarat,Mahesana,Visnagar,Tarabh,7.3,1036,40.37,463.68,113,27,7,370,64,51,84,11,0.29,694,282.33,Very Poor yet Drinkable
Maharashtra,Buldhana,BULDANA,Dhad,7.48,1709,40.37,530.9,195,83.1,84.6,590,100.2,82.6,94.5,0.8,0.69,589,377.28,Unsuitable for Drinking
Bihar,Patna,Patna Sadar,Patna-City,8.1,1054,40.37,317,121,54,46,305,54,41,76,36,0.45,685,279.94,Very Poor yet Drinkable
Gujarat,Mahesana,Unjha,Unawa,7.2,4076,40.37,866.34,709,373,170,841,80,156,545,102,0.61,2731,1103.44,Unsuitable for Drinking
Maharashtra,Buldhana,DEULGAON RAJA,Deolgaon Mahi,7.51,1080,40.37,274.6,109.9,140.3,17.9,440,82.2,57.1,30.2,2.3,0.42,412,242.42,Very Poor yet Drinkable
Bihar,Patna,Fatwa,Fatuha,8.16,507,40.37,189,43,20,20,170,62,4,35,2.21,0.62,330,136.74,Poor
Gujarat,Mahesana,Unjha,Unjha,7.3,3080,40.37,658.91,461,277,137,550,56,100,459,80,1.1,2064,830.77,Unsuitable for Drinking
Maharashtra,Buldhana,SINDKHED RAJA,Malkapur Pangra,7.72,738.3,40.37,231.9,56.7,45.5,40.7,280,60.1,31.6,21.4,0.7,0.38,553,205.46,Very Poor yet Drinkable
Bihar,Patna,Bakhtiarpur,Bakhtiarpur,8.11,677,40.37,305,46,15,2.22,250,24,46,34,4.63,0.62,440,178.11,Poor
Gujarat,Mahesana,Kadi,Vidaj,7.4,1989,40.37,561.29,284,78,24,290,56,36,211,160,0.58,1333,528.29,Unsuitable for Drinking
Maharashtra,Buldhana,Khamgaon,Khamgaon,7.69,1317,40.37,469.9,117,56.9,45.9,445,80.2,59.5,70.1,1,0.35,460,290.55,Very Poor yet Drinkable
Bihar,Patna,Mokama,Mokama,8.17,373,40.37,128,28,34,1.12,120,40,5,24,3.51,0.34,242,99.43,Good
Gujarat,Mahisagar,LUNAWADA,Limbadia peti,7.5,902,40.37,451,32,32,11,320,52,46,64,1.4,0.99,604,244.77,Very Poor yet Drinkable
Maharashtra,Buldhana,Khamgaon,Lokhanda,7.61,1147,40.37,500.4,67.4,64.9,33.2,410,62.1,62,69.1,1.5,0.69,603,288.06,Very Poor yet Drinkable
Bihar,Patna,Naubatpur,Snehitola,8.06,808,40.37,201,96,52,60,270,68,24,55,6.77,0.62,525,216.14,Very Poor yet Drinkable
Gujarat,Mahisagar,KHANPUR,Pandarvada,7.6,700,40.37,317,64,5,0.67,230,48,27,58,0.66,0.59,469,188.02,Poor
Maharashtra,Buldhana,MOTALA,Dhamangaon,7.7,2066,40.37,720,234,70,84.1,650,102.2,96,129.6,48.3,0.35,1537,576.8,Unsuitable for Drinking
Bihar,Patna,Mokama,Maranchi,8.01,673,40.37,232,60,41,9,200,56,15,58,3.08,0.62,437,178.22,Poor
Gujarat,Mahisagar,KHANPUR,Khanpur,7.6,970,40.37,232,85,102,40,280,72,24,86,0.91,0.41,650,258.56,Very Poor yet Drinkable
Maharashtra,Buldhana,Nandura,Tarvadi,7.5,1353,40.37,366.1,156,73.6,72.4,515,70.1,82.6,47.9,2.2,0.42,392,283.89,Very Poor yet Drinkable
Bihar,Patna,Maner,Maner,7.99,687,40.37,177,96,33,28,270,44,39,31,2.32,0.09,447,179.86,Poor
Gujarat,Mahisagar,LUNAWADA,Malekpur1,7.8,730,40.37,232,71,88,12,160,60,2.5,100,2.8,0.69,489,201.02,Very Poor yet Drinkable
Maharashtra,Buldhana,Motala,Pimpalgaon Devi,7.52,793.3,40.37,305.1,81.5,28.4,13.4,290,48.1,41.3,37,0.6,0.56,1622,367.67,Unsuitable for Drinking
Bihar,Patna,Bikram,Noniatola,7.91,954,40.37,317,96,41,40,340,62,45,56,5.63,0.31,620,252.49,Very Poor yet Drinkable
Gujarat,Mahisagar,LUNAWADA,Kantha,7.2,346,40.37,134,28,21,3.5,120,24,15,17,16,0.51,232,93.89,Good
Maharashtra,Buldhana,SINDKHED RAJA,Kingaon Raja,7.76,3158,40.37,579.7,414.8,410.6,86.6,690,90.2,113,215.2,300.6,0.54,1759,793.85,Unsuitable for Drinking
Bihar,Patna,Paliganj,Bharatpura,8.14,719,40.37,323,43,11,20,195,66,7,68,6.95,0.81,467,193.47,Poor
Gujarat,Mahisagar,LUNAWADA,Lunawada,7.3,1223,40.37,244,227,103,58,290,80,22,149,14.5,1.18,819,332.21,Unsuitable for Drinking
Maharashtra,Buldhana,Khamgaon,Kolori,7.87,1363,40.37,488.2,99.3,163,12.8,450,66.1,69.3,67.2,46.7,0.27,354,289.74,Very Poor yet Drinkable
Bihar,Patna,Bhita,Bali Pakar,8.11,1524,40.37,506,142,76,59,500,102,60,90,46,1.28,991,404.31,Unsuitable for Drinking
Gujarat,Mahisagar,LUNAWADA,Kothamba,7.8,1307,40.37,415,149,75,21,310,76,29,154,2.79,0.84,876,349.17,Unsuitable for Drinking
Maharashtra,Buldhana,Jalgaon-Jamod,Jalgaonjamodnew,7.65,1671,40.37,530.9,187.9,75.5,72.1,565,72.1,93.6,99.4,0.6,0.39,645,376.71,Unsuitable for Drinking
Bihar,Patna,Punpun,Deokali,8.16,375,40.37,165,21,11,3.06,150,32,17,15,1.99,0.62,244,99.52,Good
Gujarat,Mahisagar,SANTRAMPUR,Santrampur1,7.8,952,40.37,342,114,36,11,240,92,2.5,110,2.54,0.66,638,257.2,Very Poor yet Drinkable
Maharashtra,Buldhana,Nandura,Dighi,7.79,2336,40.37,567.5,265.9,168.1,78.2,750,102.2,120.3,152.1,3.8,0.43,856,509.48,Unsuitable for Drinking
Bihar,Patna,Dhanrua,Nima halt,8.17,423,40.37,201,21,8.19,4.32,160,22,26,18,1.6,0.43,275,112.23,Poor
Gujarat,Mata no madh,Lakhpat,Mata no madh,7.6,1640,40.37,268,312,204,19,430,124,29,225,10,0.8,1099,441.72,Unsuitable for Drinking
Maharashtra,Buldhana,Malkapur,Waghul,7.74,1204,40.37,286.8,191.4,67.1,11.6,320,68.1,36.5,103.4,5.2,0.44,333,247.18,Very Poor yet Drinkable
Bihar,Patna,Phulwari Sharif,Hulas Chak,8.04,1102,40.37,403,117,41,6.94,300,14,64,110,6.5,0.62,716,288.52,Very Poor yet Drinkable
Gujarat,Mata no madh,Lakhpat,Lakhpat,8,1805,40.37,281,369,254,1,610,116,78,199,6.8,0.43,1209,484.66,Unsuitable for Drinking
Maharashtra,Buldhana,Khamgaon,Atali,7.94,790.1,40.37,311.2,56.7,42.9,14.9,290,54.1,37.7,33.5,6.2,0.67,1303,322.31,Unsuitable for Drinking
Bihar,Patna,Phulwari Sharif,Etwarpur,8.16,536,40.37,165,53,21,29,210,34,30,22,3.02,0.18,348,141.28,Poor
Gujarat,Mata no madh,Lakhpat,Moti cher,8.1,470,40.37,244,43,19,3,220,52,22,18,13,0.22,315,132.14,Poor
Maharashtra,Buldhana,Sangrampur,Paturda-1,7.8,1408,40.37,457.7,127.6,57.1,84.4,450,62.1,71.7,81,4.3,0.44,1007,384.68,Unsuitable for Drinking
Bihar,Patna,Maner,Simri,8.01,481,40.37,128,64,22,21,190,22,33,18,1.36,0.1,313,125.8,Poor
Gujarat,Morvi,Morvi,Morvi,8,305,40.37,49,64,13,0.35,80,16,9.73,31,1.3,0.17,204,79.11,Good
Maharashtra,Buldhana,Sangrampur,Warwat Bakhal-1,7.87,1481,40.37,488.2,131.2,47.4,62.5,530,82.2,79,64.3,1.1,0.29,451,312.44,Unsuitable for Drinking
Bihar,Patna,Bikram,Bikram,8.03,307,40.37,79,25,36,16,120,36,7,11,1.09,0.14,200,82.72,Good
Gujarat,Morvi,Tankara,Chhatar,7.7,1622,40.37,281,312,128,59,540,120,58.37,127,0.85,0.72,1087,430.82,Unsuitable for Drinking
Maharashtra,Buldhana,Jalgaon-Jamod,Khandvi,8,1007,40.37,500.4,46.1,20.3,22,205,32.1,30.4,128,0.6,1.28,519,252.39,Very Poor yet Drinkable
Bihar,Patna,Patna rural,Kankarbagh,8.03,694,40.37,165,121,23,4.08,285,42,44,24,2.59,0.77,451,177.46,Poor
Gujarat,Morvi,Tankara,Lajai,7.4,3827,40.37,207,1020.96,213,131,1291,253,160.51,261,3.3,0.53,2564,986.1,Unsuitable for Drinking
Maharashtra,Buldhana,Sangrampur,Tunki New,7.73,1042,40.37,347.8,78,40,67.1,390,62.1,57.1,32.6,0.4,0.29,322,223.49,Very Poor yet Drinkable
Bihar,Patna,Patna rural,Kumhrar,8.14,364,40.37,140,32,17,1.76,140,34,13,15,2.91,0.31,237,96.6,Good
Gujarat,Morvi,Morvi,Modpar,7.6,2730,40.37,232,681,149,2.5,340,72,39,422,7.4,0.35,1829,698.9,Unsuitable for Drinking
Maharashtra,Buldhana,CHIKHLI,Bhankheda,7.9,742.2,40.37,292.9,28.4,18.9,80.1,280,50.1,37.7,26.7,1.1,0.41,839,252.22,Very Poor yet Drinkable
Bihar,Patna,Patna rural,Gandhi maidan,8.04,308,40.37,153,11,5.17,1.13,115,34,15,15,1.95,0.31,200,82.81,Good
Gujarat,Morvi,Tankara,Neknam,7.8,1338,40.37,354,170,109,84,440,96,49,110,0.92,0.45,896,364.05,Unsuitable for Drinking
Maharashtra,Chandrapur,NAGBHIR,Nagbhir,7.29,708.1,40.37,274.6,67.4,23.9,10.1,275,70.1,24.3,32.7,2.4,1.03,300,164.69,Poor
Bihar,Patna,Patna rural,A N College,7.98,295,40.37,134,18,8.98,1.05,110,22,13,14,1.15,0.62,192,78.72,Good
Gujarat,Morvi,Maliya,Mota Dhansura,7.7,2391,40.37,329,553,166,2.9,550,136,51,283,12,0.48,1602,623.43,Unsuitable for Drinking
Maharashtra,Chandrapur,MUL,Vyahad Khurd,7.5,599,40.37,286.8,31.9,11.8,6.1,225,56.1,20.7,28,10,1.16,491,174.91,Poor
Bihar,Patna,Naubatpur,Naubatpur,8.08,336,40.37,134,25,14,1.29,130,32,12,14,3.68,0.62,218,89,Good
Gujarat,Narmada,Dediapada,Jankh,7.7,620,40.37,293,35,22,15,270,76.15,19,21,0.1,0.45,415,169.81,Poor
Maharashtra,Chandrapur,CHIMUR,Chimur,7.47,923.8,40.37,366.1,67.4,49.8,2.2,260,62.1,25.5,77.8,2.3,0.86,1273,340.22,Unsuitable for Drinking
Bihar,Patna,Patna Sadar,Kurji,8.04,374,40.37,165,14,19,1.69,145,28,18,15,2.31,0.63,243,99.17,Good
Gujarat,Narmada,Sagbara,Umran,7.8,473,40.37,195,43,25,0.22,210,52.1,19,16,0.1,0.31,317,127.88,Poor
Maharashtra,Chandrapur,BRAHMAPURI,Brahmapuri,7.49,780.1,40.37,244.1,85.1,42.2,23.4,245,50.1,29.2,65.6,0.5,0.97,979,273.64,Very Poor yet Drinkable
Bihar,Arwal,Arwal,Dirpal Bigha,7.99,261,40.37,92,11,25,12,110,32,7,8,0.98,0.16,170,70.89,Good
Gujarat,Narmada,Nandod,Khota Amba,7.9,598,40.37,329,21,20,12,290,80.16,22,15,1.1,0.32,401,166.6,Poor
Maharashtra,Chandrapur,MUL,Mul,7.39,1246,40.37,347.8,173.7,68.5,41.8,465,40.1,88.7,66.9,1.3,0.79,337,258.32,Very Poor yet Drinkable
Bihar,Arwal,Karpi,Bairbigha,8.04,1184,40.37,348,142,61,39,260,24,49,142,12,0.08,770,312.11,Unsuitable for Drinking
Gujarat,Narmada,Nandod,Ringani,8,574,40.37,342,14,7.7,1.2,270,56.11,32,21,0.11,0.29,385,158.38,Poor
Maharashtra,Chandrapur,CHIMUR,Kawadsi,7.78,1219,40.37,543.1,92.2,23,1.8,355,60.1,49.8,115.6,1.5,1.89,1371,404.92,Unsuitable for Drinking
Bihar,Arwal,Arwal,Imamganj,7.98,684,40.37,159,114,21,25,280,30,50,25,1.4,0.62,445,176.59,Poor
Gujarat,Narmada,Nandod,Hirapura,7.7,820,40.37,317,78,36,56,360,80.16,39,43,0.28,0.48,549,227.04,Very Poor yet Drinkable
Maharashtra,Chandrapur,RAJURA,Wirur,7.72,1225,40.37,427.1,141.8,45.2,26.4,500,70.1,79,51.5,4.8,1.09,796,321.61,Unsuitable for Drinking
Bihar,Arwal,Ratni Faridpur,Jhunathi,8.04,411,40.37,165,28,25,3.19,160,54,6,17,1.84,0.24,267,110.13,Poor
Gujarat,Narmada,Nandod,Garudeshwar,7.7,1016,40.37,500,71,39,13,440,100,46,54,4.2,0.39,681,279.76,Very Poor yet Drinkable
Maharashtra,Chandrapur,GONDPIPRI,Aksapur,7.25,4639,40.37,396.6,1251.4,205.1,4.5,1170,122.2,210.2,489.1,25.4,0.8,540,814.6,Unsuitable for Drinking
Bihar,Arwal,Kurtha,Kurtha bdo,8.09,836,40.37,281,110,20,6.15,345,60,47,26,4.63,0.44,543,217.14,Very Poor yet Drinkable
Gujarat,Navsari,Jalalpore,Chinam,7.8,550,40.37,171,64,23,48,250,64,22,16,1.25,0.25,369,151.27,Poor
Maharashtra,Chandrapur,RAJURA,Sondo,8.08,1964,40.37,640.7,226.9,67.8,69.1,375,64.1,52.2,268.5,7.7,1.6,537,414.6,Unsuitable for Drinking
Bihar,Jehanabad,Modanganj,Kako,8.02,1579,40.37,598,131,72,42,420,58,67,127,65,0.6,1026,420.53,Unsuitable for Drinking
Gujarat,Navsari,Navsari,Navsari 1,7.7,312,40.37,134,21,17,17,150,36,15,10,0.23,0.29,209,87.07,Good
Maharashtra,Chandrapur,CHANDRAPUR,Tadali,7.75,757.6,40.37,378.3,31.9,41.3,11.3,330,26.1,64.4,32.7,8.8,1.33,459,200.12,Very Poor yet Drinkable
Bihar,Jehanabad,Ghoshi,Ghoshi,8.13,532,40.37,195,39,22,22,225,50,24,16,0.92,0.6,346,141.3,Poor
Gujarat,Navsari,Jalalpore,Dandi,7.8,798,40.37,305,71,29,37,350,92,29,24,0.78,0.29,535,216.74,Very Poor yet Drinkable
Maharashtra,Chandrapur,CHANDRAPUR,Chichpalli,7.74,2593,40.37,1299.7,177.3,9.6,6.8,640,56.1,121.5,293.8,10.1,2.93,2184,761.9,Unsuitable for Drinking
Bihar,Jehanabad,Hulasgunj,Hulasganj,7.98,787,40.37,220,110,36,22,290,38,47,41,2.12,0.49,512,205.39,Very Poor yet Drinkable
Gujarat,Navsari,Jalalpore,Onjal,7.8,383,40.37,195,21,11,10,180,48,15,15,0.41,0.27,257,106.59,Poor
Maharashtra,Chandrapur,BHADRAVATI,Mahurli,7.59,938.5,40.37,262.4,99.3,63.2,57.3,170,50.1,10.9,64.7,113.5,1.22,911,297.72,Very Poor yet Drinkable
Bihar,Jehanabad,Makhdumpur,Alubikha,8.06,833,40.37,293,99,16,12,300,40,49,49,3.02,0.57,541,217.13,Very Poor yet Drinkable
Gujarat,Navsari,Vansda,Moti Valzar,8.2,818,40.37,427,50,13,7,300,88,19,62,14,0.4,548,225.91,Very Poor yet Drinkable
Maharashtra,Chandrapur,CHANDRAPUR,Nandegur,7.73,729.8,40.37,305.1,42.5,26.8,30.8,285,40.1,45,17.7,28.6,1.4,864,251.13,Very Poor yet Drinkable
Bihar,Jehanabad,Jehanabad,Gaurakhini,8.03,1049,40.37,305,131,72,13,375,20,79,63,2.61,0.45,682,272.61,Very Poor yet Drinkable
Gujarat,Navsari,Vansda,Doldha,8.1,821,40.37,268,92,56,42,360,100,27,45,0.47,0.28,550,225.48,Very Poor yet Drinkable
Maharashtra,Chandrapur,GONDPIPRI,Dabha,7.89,1458,40.37,469.9,145.3,81.5,80.7,310,76.2,29.2,95.1,162.3,0.8,890,387.66,Unsuitable for Drinking
Bihar,Gaya,Konch,Konch,8.1,381,40.37,153,25,12,19,150,46,9,15,1.77,0.21,248,103.03,Poor
Gujarat,Navsari,Chikhli,Kaliyari,8.1,355,40.37,159,28,16,6,140,32,15,24,0.66,0.28,238,97.82,Good
Maharashtra,Chandrapur,WARORA,Rampur,7.46,1280,40.37,408.8,138.3,43,79.8,430,74.1,59.5,87.1,7.3,0.78,595,306.46,Unsuitable for Drinking
Bihar,Gaya,Tekari,Tekari,8.17,946,40.37,153,181,36,54,355,60,50,48,6.92,0.29,615,245.19,Very Poor yet Drinkable
Gujarat,Navsari,Chikhli,Rumla,8.1,432,40.37,183,36,30,38.19,190,40,22,21,0.44,0.44,289,117.83,Poor
Maharashtra,Chandrapur,WARORA,Salori,7.85,831.8,40.37,372.2,49.6,37,3.2,210,18,40.1,95.4,3.2,1.24,1016,289.69,Very Poor yet Drinkable
Bihar,Aurangabad,Aurangabad,Aurangabad,8.05,1388,40.37,336,231,30,59,495,54,87,75,13,0.39,902,359.3,Unsuitable for Drinking
Gujarat,Navsari,Chikhali,Manav Khadak,8.4,480,40.37,171,71,22,38.19,180,44,17,36,0.24,0.24,322,130.07,Poor
Maharashtra,Chandrapur,BRAHMAPURI,Mendki,7.54,2253,40.37,488.2,421.9,85.4,58.9,905,166.3,119.1,102.3,2.7,0.94,2295,701.06,Unsuitable for Drinking
Bihar,Aurangabad,Daudnagar,Daudnagar,8.11,1133,40.37,281,202,22,31,425,30,85,51,18,0.48,736,291.86,Very Poor yet Drinkable
Gujarat,Panchmahals,SHEHERA,Shehra,8.3,1255,40.37,549,107,34,7,260,72,19,72,166,0.41,841,343.56,Unsuitable for Drinking
Maharashtra,Chandrapur,MUL,Rajoli Tukkum,7.57,2292,40.37,353.9,528.2,93.2,43.7,705,106.2,106.9,193.7,9.3,1.01,398,432.33,Unsuitable for Drinking
Bihar,Aurangabad,Obra,Obra,8.13,360,40.37,73,43,22,39,135,38,10,15,1.3,0.39,234,96.83,Good
Gujarat,Panchmahals,KALOL,Vejalpur,7.8,1724,40.37,488,246,81,47,630,92,97,127,8.26,0.38,1155,457.27,Unsuitable for Drinking
Maharashtra,Chandrapur,GONDPIPRI,Bhimni,7.65,1153,40.37,384.4,113.4,52.3,53.2,390,38.1,71.7,86.1,1,1.88,1580,423.74,Unsuitable for Drinking
Bihar,Aurangabad,Barun,Barun,8.1,511,40.37,140,39,49,28,210,26,35,19,1.63,0.39,332,135.21,Poor
Gujarat,Panchmahals,MORWA (HADAF),Suliyat,7.3,1056,40.37,305,121,51,46,430,120,32,40,21.4,1.1,708,282.63,Very Poor yet Drinkable
Maharashtra,Chandrapur,MUL,Sawali,7.95,1248,40.37,530.9,99.3,36.4,7.6,340,36.1,60.8,119.8,2.8,1.78,965,351.34,Unsuitable for Drinking
Bihar,Aurangabad,Deo,Deo1,7.91,1013,40.37,397,60,55,37,355,24,72,62,9.63,0.84,658,268.76,Very Poor yet Drinkable
Gujarat,Panchmahals,MORWA (HADAF),Natapur,7.7,931,40.37,305,92,41,41,280,85,16,80,2,1.2,624,250.82,Very Poor yet Drinkable
Maharashtra,Chandrapur,BHADRAVATI,Shegaon Khurd,7.73,1257,40.37,262.4,195,76.7,69,380,64.1,53.5,62.9,91.9,1.22,820,333.17,Unsuitable for Drinking
